product_id,product_name,link_image,image_path
93240,Classic Glow 2.5 mm,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/GWD18280/womenstone/diamond-Brillant_AAA/alloycolour/yellow/width/w2/profile/prA/surface/verticalline.jpg,gs://glamira_bucket/product-image/Classic-Glow-2.5-mm-view-1.jpg
102509,Engagement Ring Oiffe,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/oiffe-n/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/stone3/diamond-Brillant_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/Engagement-Ring-Oiffe-view-1.jpg
96049,Women's Ring Alluring Spring 4 mm,https://cdn-media.glamira.com/media/product/newgeneration/view/2/sku/GWD-T45000-WOMEN/womenstone/diamond-Brillant_AAA/alloycolour/white/width/w4/profile/prA/surface/polished_icematte.jpg,gs://glamira_bucket/product-image/Women's-Ring-Alluring-Spring-4-mm-view-2.jpg
103352,GLAMIRA Ring Maharlika,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/maharlika/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/yellow.jpg,gs://glamira_bucket/product-image/GLAMIRA-Ring-Maharlika-view-1.jpg
89607,GLAMIRA Men's Ring Ramses,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/MEN1/diamond/diamond-Brillant_AAA/alloycolour/yellow.jpg,gs://glamira_bucket/product-image/GLAMIRA-Men's-Ring-Ramses-view-1.jpg
90475,Men's Ring Celtic Way,https://cdn-media.glamira.com/media/product/newgeneration/view/3/sku/R37091-7Z-MEN/alloycolour/white.jpg,gs://glamira_bucket/product-image/Men's-Ring-Celtic-Way-view-3.jpg
91040,Engagement Ring Joy 0.5crt,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/joy05-n/diamond/lab-grown-diamond_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/Engagement-Ring-Joy-0.5crt-view-1.jpg
92275,Engagement Ring Amay 0.2 crt,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/amay-n-02/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/Engagement-Ring-Amay-0.2-crt-view-1.jpg
100932,GLAMIRA Bracelet Cherise,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/Cherise/alloycolour/white_red.jpg,gs://glamira_bucket/product-image/GLAMIRA-Bracelet-Cherise-view-1.jpg
85809,GLAMIRA Pendant Maria,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/G100700/diamond/lab-grown-diamond_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/GLAMIRA-Pendant-Maria-view-1.jpg
90183,GLAMIRA Pendant G,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/N37461-2-G/diamond/diamond-Brillant_AAA/alloycolour/yellow.jpg,gs://glamira_bucket/product-image/GLAMIRA-Pendant-G-view-1.jpg
109726,Charming Infinite 8 mm,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/gwd-h14319091/womenstone/diamond-zirconia_AAAAA/alloycolour/red/width/w8/profile/prA/surface/polished.jpg,gs://glamira_bucket/product-image/Charming-Infinite-8-mm-view-1.jpg
90940,Engagement Ring Bridal Rise 0.5crt,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/bridal-rise05-n/diamond/lab-grown-diamond_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/Engagement-Ring-Bridal-Rise-0.5crt-view-1.jpg
84883,Engagement Ring Madeleine,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/G100165/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/Engagement-Ring-Madeleine-view-1.jpg
89436,GLAMIRA Ring Patricia,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/A28299-1Z/diamond/ruby_AAA/alloycolour/yellow.jpg,gs://glamira_bucket/product-image/GLAMIRA-Ring-Patricia-view-1.jpg
101868,GLAMIRA Ring Jordana,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/WSR-C24/alloycolour/yellow_white.jpg,gs://glamira_bucket/product-image/GLAMIRA-Ring-Jordana-view-1.jpg
103324,Engagement Ring Zanyria,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/zanyria11-layer1/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/stone3/diamond-Brillant_AAA/alloycolour/red.jpg,gs://glamira_bucket/product-image/Engagement-Ring-Zanyria-view-1.jpg
92405,GLAMIRA Earring Alessandra,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/Earring-1/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/GLAMIRA-Earring-Alessandra-view-1.jpg
103508,GLAMIRA Ring Vontasia,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/vontasia1/diamond/diamond-Brillant_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/GLAMIRA-Ring-Vontasia-view-1.jpg
98357,Engagement Ring Dorotea,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/dorotea025-n/diamond/diamond-Brillant_AAA/alloycolour/yellow.jpg,gs://glamira_bucket/product-image/Engagement-Ring-Dorotea-view-1.jpg
110444,GLAMIRA Men's Pendant Milan,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/men-milan/alloycolour/white.jpg,gs://glamira_bucket/product-image/GLAMIRA-Men's-Pendant-Milan-view-1.jpg
89601,GLAMIRA Men's Ring Magical Day,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/MEN23/diamond/sapphire_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/GLAMIRA-Men's-Ring-Magical-Day-view-1.jpg
91046,Engagement Ring Abella 0.16 crt,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/abella016-n/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/Engagement-Ring-Abella-0.16-crt-view-1.jpg
80297,Wedding Ring Smart Ease,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/P7011rr/womenstone/diamond-Brillant_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/Wedding-Ring-Smart-Ease-view-1.jpg
110020,GLAMIRA Ring Orina,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/orina/diamond/sapphire_AA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/GLAMIRA-Ring-Orina-view-1.jpg
92397,Engagement Ring Fleta,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/fleta/diamond/diamond-Brillant_AA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/Engagement-Ring-Fleta-view-1.jpg
104183,GLAMIRA Ring Massima,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/massima1/diamond/citrine_AAA/stone2/diamond-sapphire_AAA/alloycolour/yellow.jpg,gs://glamira_bucket/product-image/GLAMIRA-Ring-Massima-view-1.jpg
102065,GLAMIRA Necklace Lamyra,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/DP-050/diamond/ruby_AAA/alloycolour/yellow.jpg,gs://glamira_bucket/product-image/GLAMIRA-Necklace-Lamyra-view-1.jpg
95760,Wedding Ring Heavenly Tender 5mm,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/GWD-T210810/womenstone/diamond-Brillant_AAA/alloycolour/white/width/w5/profile/prA/surface/polished_sandy.jpg,gs://glamira_bucket/product-image/Wedding-Ring-Heavenly-Tender-5mm-view-1.jpg
98080,Wedding Ring White Innocence 4 mm,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/GWD-S2900-exccl/womenstone/diamond-zirconia_AAAAA/alloycolour/yellow_white/width/w4/profile/prA/surface/polished.jpg,gs://glamira_bucket/product-image/Wedding-Ring-White-Innocence-4-mm-view-1.jpg
84792,GLAMIRA Men's Ring Hercules,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/G100545/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/GLAMIRA-Men's-Ring-Hercules-view-1.jpg
104040,GLAMIRA Earring Hanzila,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/hanzila/diamond/garnet_AAA/stone2/diamond-Swarovsky_AAAAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/GLAMIRA-Earring-Hanzila-view-1.jpg
99558,GLAMIRA Men's Earring Kmetov,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/MER-014/diamond/lab-grown-diamond_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/GLAMIRA-Men's-Earring-Kmetov-view-1.jpg
94244,Men's Ring Classic 4mm,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/GWD210000/alloycolour/white/width/w4/profile/prA/surface/polished.jpg,gs://glamira_bucket/product-image/Men's-Ring-Classic-4mm-view-1.jpg
110002,Engagement Ring Aithen,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/aithen11/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/stone3/diamond-Brillant_AAA/alloycolour/yellow.jpg,gs://glamira_bucket/product-image/Engagement-Ring-Aithen-view-1.jpg
102504,GLAMIRA Ring Tamriel,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/tamriel-n/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/GLAMIRA-Ring-Tamriel-view-1.jpg
103939,GLAMIRA Pendant Mayzelle,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/mayzelle/diamond/diamond-Brillant_AAA/stone2/diamond-Brillant_AAA/alloycolour/red.jpg,gs://glamira_bucket/product-image/GLAMIRA-Pendant-Mayzelle-view-1.jpg
110561,Engagement Ring Bona 2.0 crt,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/bona2-n/diamond/topaz-mystic_AAA/alloycolour/yellow.jpg,gs://glamira_bucket/product-image/Engagement-Ring-Bona-2.0-crt-view-1.jpg
84859,Engagement Ring Daisy,https://cdn-media.glamira.com/media/product/newgeneration/view/1/sku/daisy-n/diamond/lab-grown-diamond_AAA/stone2/lab-grown-diamond_AAA/stone3/lab-grown-diamond_AAA/alloycolour/white.jpg,gs://glamira_bucket/product-image/Engagement-Ring-Daisy-view-1.jpg
